Date,Region,Product,Units_Sold,Unit_Price,Total_Sales
2023-02-13,South,Product A,5,233.82,1169.1
2023-02-14,South,Product E,61,381.19,23252.59
2023-02-14,East,Product C,37,438.76,16234.12
2023-02-14,South,Product D,65,225.84,14679.6
2023-02-15,Central,Product C,53,117.7,6238.1
2023-02-16,Central,Product E,36,416.49,14993.64
2023-02-16,Central,Product E,33,462.89,15275.37
2023-02-16,West,Product E,66,136.86,9032.76
2023-02-16,South,Product E,6,484.88,2909.28
2023-02-17,South,Product B,86,271.31,23332.66
2023-02-17,East,Product C,1,90.8,90.8
2023-02-17,North,Product E,34,340.98,11593.32
2023-02-18,South,Product C,19,269.63,5122.97
2023-02-18,North,Product C,76,289.36,21991.36
2023-02-18,Central,Product B,83,388.26,32225.58
2023-02-18,North,Product D,91,436.63,39733.33
2023-02-18,East,Product B,94,244.45,22978.3
2023-02-18,West,Product A,59,264.35,15596.65
2023-02-18,South,Product D,37,122.64,4537.68
2023-02-19,West,Product D,21,313.22,6577.62
2023-02-19,Central,Product A,69,350.54,24187.26
2023-02-19,East,Product E,85,82.71,7030.35
2023-02-20,West,Product D,77,315.4,24285.8
2023-02-20,Central,Product D,97,355.18,34452.46
2023-02-20,East,Product A,83,241.95,20081.85
2023-02-20,West,Product E,81,104.0,8424.0
2023-02-20,North,Product B,94,229.39,21562.66
2023-02-21,East,Product A,24,314.91,7557.84
2023-02-22,West,Product E,66,388.84,25663.44
2023-02-22,South,Product D,62,234.82,14558.84
2023-02-23,South,Product B,43,376.9,16206.7
2023-02-23,East,Product E,35,94.54,3308.9
2023-02-23,South,Product E,72,253.98,18286.56
2023-02-23,South,Product C,9,223.9,2015.1
2023-02-23,West,Product E,57,237.1,13514.7
2023-02-23,Central,Product B,15,205.96,3089.4
2023-02-23,East,Product D,72,245.95,17708.4
2023-02-24,Central,Product C,54,155.93,8420.22
2023-02-24,North,Product D,30,257.15,7714.5
2023-02-24,East,Product D,9,430.59,3875.31
2023-02-24,West,Product C,10,185.01,1850.1
2023-02-24,North,Product B,95,197.4,18753.0
2023-02-24,Central,Product E,82,282.83,23192.06
2023-02-24,South,Product E,98,478.62,46904.76
2023-02-24,East,Product C,40,264.15,10566.0
2023-02-24,South,Product B,54,160.16,8648.64
2023-02-25,West,Product B,6,480.45,2882.7
2023-02-25,East,Product E,22,270.98,5961.56
2023-02-25,West,Product B,60,350.11,21006.6
2023-02-25,Central,Product C,68,467.02,31757.36
2023-02-25,East,Product D,20,146.64,2932.8
2023-02-25,East,Product E,81,66.76,5407.56
2023-02-26,North,Product E,98,207.25,20310.5
2023-02-26,Central,Product A,33,154.34,5093.22
2023-02-26,North,Product E,57,90.42,5153.94
2023-02-26,North,Product E,58,79.63,4618.54
2023-02-26,South,Product C,76,169.05,12847.8
2023-02-26,East,Product E,30,241.77,7253.1
2023-02-26,North,Product E,41,436.08,17879.28
2023-02-27,South,Product D,49,144.97,7103.53
2023-02-27,Central,Product A,55,342.09,18814.95
2023-02-27,Central,Product A,39,290.08,11313.12
2023-02-28,North,Product A,82,74.1,6076.2
2023-02-28,North,Product D,90,406.5,36585.0
2023-03-01,North,Product C,27,113.13,3054.51
2023-03-01,North,Product C,95,474.37,45065.15
2023-03-01,South,Product B,46,466.49,21458.54
2023-03-01,North,Product B,72,312.74,22517.28
2023-03-01,Central,Product E,13,140.28,1823.64
2023-03-01,East,Product E,25,369.61,9240.25
2023-03-01,Central,Product D,15,450.8,6762.0
2023-03-02,West,Product D,10,374.4,3744.0
2023-03-03,East,Product A,1,416.83,416.83
2023-03-03,North,Product C,33,336.87,11116.71
2023-03-03,West,Product E,8,411.98,3295.84
2023-03-03,East,Product C,22,275.61,6063.42
2023-03-03,East,Product B,32,424.5,13584.0
2023-03-04,North,Product C,43,475.23,20434.89
2023-03-04,North,Product D,39,405.2,15802.8
2023-03-04,West,Product D,57,153.99,8777.43
2023-03-04,East,Product A,64,394.6,25254.4
2023-03-05,East,Product E,95,189.4,17993.0
2023-03-05,South,Product B,2,310.42,620.84
2023-03-05,West,Product C,3,302.12,906.36
2023-03-05,North,Product A,99,238.1,23571.9
2023-03-05,North,Product D,36,161.92,5829.12
2023-03-05,North,Product C,62,424.1,26294.2
2023-03-05,Central,Product B,56,362.73,20312.88
2023-03-05,North,Product D,27,490.66,13247.82
2023-03-06,Central,Product C,31,204.3,6333.3
2023-03-06,North,Product D,84,176.06,14789.04
2023-03-07,East,Product C,7,227.42,1591.94
2023-03-07,Central,Product C,82,286.99,23533.18
2023-03-07,East,Product C,43,204.72,8802.96
2023-03-07,South,Product D,6,265.57,1593.42
2023-03-08,East,Product D,36,180.02,6480.72
2023-03-08,West,Product E,84,82.56,6935.04
2023-03-08,North,Product B,77,228.21,17572.17
2023-03-08,West,Product C,16,452.14,7234.24
2023-03-08,East,Product B,52,201.99,10503.48
2023-03-09,West,Product D,41,446.6,18310.6
2023-03-09,South,Product A,6,73.56,441.36
2023-03-10,North,Product A,79,440.88,34829.52
2023-03-10,West,Product C,49,94.3,4620.7
2023-03-10,East,Product D,58,468.03,27145.74
2023-03-11,Central,Product A,66,332.32,21933.12
2023-03-11,South,Product D,80,432.63,34610.4
2023-03-11,South,Product A,80,307.91,24632.8
2023-03-11,Central,Product B,12,93.06,1116.72
2023-03-11,Central,Product D,19,277.58,5274.02
2023-03-11,East,Product B,78,449.91,35092.98
2023-03-11,East,Product E,29,127.82,3706.78
2023-03-11,West,Product C,82,353.39,28977.98
2023-03-12,South,Product E,47,224.21,10537.87
2023-03-12,South,Product B,66,374.3,24703.8
2023-03-12,South,Product A,15,344.58,5168.7
2023-03-13,South,Product A,31,264.17,8189.27
2023-03-14,Central,Product C,46,457.01,21022.46
2023-03-14,South,Product C,87,60.13,5231.31
2023-03-14,West,Product D,63,81.05,5106.15
2023-03-15,East,Product B,76,462.67,35162.92
2023-03-15,North,Product E,41,215.0,8815.0
2023-03-15,South,Product E,58,323.91,18786.78
2023-03-16,Central,Product C,27,447.08,12071.16
2023-03-16,South,Product A,18,114.25,2056.5
2023-03-16,West,Product B,37,315.55,11675.35
2023-03-17,North,Product C,34,486.53,16542.02
2023-03-17,West,Product D,20,175.42,3508.4
2023-03-17,South,Product A,31,121.21,3757.51
2023-03-17,North,Product C,63,489.73,30852.99
2023-03-18,South,Product A,60,438.77,26326.2
2023-03-18,East,Product A,12,184.4,2212.8
2023-03-18,West,Product D,36,485.44,17475.84
2023-03-18,East,Product A,94,471.27,44299.38
2023-03-18,Central,Product C,72,428.99,30887.28
2023-03-18,Central,Product E,48,285.07,13683.36
2023-03-18,Central,Product C,23,289.54,6659.42
2023-03-19,West,Product E,83,465.94,38673.02
2023-03-19,East,Product D,42,172.61,7249.62
2023-03-19,North,Product C,92,165.98,15270.16
2023-03-19,Central,Product B,34,127.76,4343.84
2023-03-19,South,Product E,19,329.13,6253.47
2023-03-20,East,Product D,13,55.14,716.82
2023-03-20,West,Product B,66,436.93,28837.38
2023-03-20,East,Product A,95,159.83,15183.85
2023-03-20,South,Product E,48,426.17,20456.16
2023-03-21,South,Product B,78,232.96,18170.88
2023-03-21,Central,Product A,42,161.01,6762.42
2023-03-21,North,Product C,84,162.22,13626.48
2023-03-21,North,Product C,93,255.18,23731.74
2023-03-21,East,Product C,65,117.45,7634.25
2023-03-21,South,Product D,86,71.58,6155.88
2023-03-21,Central,Product D,3,224.66,673.98
2023-03-22,West,Product A,10,252.38,2523.8
2023-03-22,Central,Product E,17,224.62,3818.54
2023-03-22,West,Product D,57,212.35,12103.95
2023-03-22,South,Product E,98,80.94,7932.12
2023-03-23,North,Product E,90,167.89,15110.1
2023-03-23,West,Product E,1,105.77,105.77
2023-03-23,North,Product D,24,461.56,11077.44
2023-03-23,East,Product A,15,130.42,1956.3
2023-03-23,Central,Product B,14,116.1,1625.4
2023-03-23,Central,Product B,74,52.52,3886.48
2023-03-23,West,Product E,97,377.42,36609.74
2023-03-24,West,Product B,53,290.39,15390.67
2023-03-24,East,Product C,28,481.96,13494.88
2023-03-24,Central,Product D,87,441.9,38445.3
2023-03-25,West,Product B,66,359.88,23752.08
2023-03-25,East,Product A,12,436.85,5242.2
2023-03-25,North,Product D,76,361.84,27499.84
2023-03-25,East,Product D,18,489.24,8806.32
2023-03-25,North,Product B,35,480.16,16805.6
2023-03-26,North,Product D,93,488.31,45412.83
2023-03-26,South,Product E,73,129.79,9474.67
2023-03-26,West,Product C,88,51.36,4519.68
2023-03-26,Central,Product E,5,153.5,767.5
2023-03-26,South,Product B,92,160.38,14754.96
2023-03-27,South,Product B,20,245.13,4902.6
2023-03-27,East,Product E,60,147.42,8845.2
2023-03-28,West,Product B,1,96.83,96.83
2023-03-28,Central,Product D,19,214.29,4071.51
2023-03-28,Central,Product C,14,189.47,2652.58
2023-03-29,Central,Product A,12,325.47,3905.64
2023-03-29,Central,Product C,45,146.68,6600.6
2023-03-29,North,Product B,31,459.6,14247.6
2023-03-29,West,Product C,43,214.17,9209.31
2023-03-29,North,Product A,96,362.93,34841.28
2023-03-29,East,Product E,22,364.13,8010.86
2023-03-29,South,Product D,6,59.99,359.94
2023-03-30,West,Product E,52,99.97,5198.44
2023-03-30,Central,Product C,61,218.63,13336.43
2023-03-30,West,Product B,79,409.32,32336.28
2023-03-30,East,Product A,14,134.03,1876.42
2023-03-30,Central,Product D,98,273.72,26824.56
2023-03-31,North,Product D,91,140.0,12740.0
2023-03-31,East,Product E,18,381.33,6863.94
2023-03-31,North,Product C,76,89.66,6814.16
2023-03-31,East,Product C,95,288.25,27383.75
2023-03-31,North,Product B,16,296.69,4747.04
2023-03-31,North,Product A,53,308.98,16375.94
2023-03-31,East,Product A,58,146.32,8486.56
2023-04-01,North,Product E,50,153.92,7696.0
2023-04-01,East,Product D,41,354.68,14541.88
2023-04-01,North,Product B,8,102.6,820.8
2023-04-01,Central,Product C,7,179.22,1254.54
2023-04-01,Central,Product C,14,217.18,3040.52
2023-04-01,North,Product A,46,331.64,15255.44
2023-04-02,West,Product D,68,222.38,15121.84
2023-04-02,North,Product D,98,58.96,5778.08
2023-04-02,Central,Product C,84,272.32,22874.88
2023-04-02,South,Product D,25,497.82,12445.5
2023-04-02,Central,Product A,18,343.26,6178.68
2023-04-02,South,Product B,22,138.79,3053.38
2023-04-02,North,Product A,32,98.22,3143.04
2023-04-02,North,Product B,4,496.48,1985.92
2023-04-02,Central,Product C,55,442.87,24357.85
2023-04-03,South,Product D,80,164.16,13132.8
2023-04-03,North,Product B,47,66.87,3142.89
2023-04-04,North,Product B,13,389.08,5058.04
2023-04-04,West,Product E,29,392.78,11390.62
2023-04-04,North,Product A,77,139.51,10742.27
2023-04-04,South,Product E,34,389.47,13241.98
2023-04-04,East,Product C,3,200.63,601.89
2023-04-05,North,Product A,18,452.8,8150.4
2023-04-05,East,Product D,65,274.65,17852.25
2023-04-05,South,Product D,19,490.22,9314.18
2023-04-05,East,Product E,36,337.14,12137.04
2023-04-05,Central,Product C,19,467.57,8883.83
2023-04-05,East,Product C,60,401.33,24079.8
2023-04-05,Central,Product B,25,160.11,4002.75
2023-04-05,East,Product A,28,422.9,11841.2
2023-04-06,West,Product C,60,218.73,13123.8
2023-04-06,South,Product C,24,176.87,4244.88
2023-04-06,North,Product C,89,406.63,36190.07
2023-04-06,South,Product E,50,383.81,19190.5
2023-04-07,North,Product D,68,355.93,24203.24
2023-04-07,North,Product E,30,316.49,9494.7
2023-04-08,Central,Product D,86,105.75,9094.5
2023-04-08,Central,Product B,2,378.32,756.64
2023-04-08,East,Product A,88,352.72,31039.36
2023-04-09,North,Product C,26,333.01,8658.26
2023-04-09,East,Product A,48,287.96,13822.08
2023-04-09,North,Product A,89,443.33,39456.37
2023-04-09,South,Product A,31,287.38,8908.78
2023-04-10,North,Product D,67,80.06,5364.02
2023-04-10,West,Product D,23,59.52,1368.96
2023-04-10,Central,Product B,19,403.87,7673.53
2023-04-10,North,Product D,14,82.71,1157.94
2023-04-10,East,Product D,94,304.62,28634.28
2023-04-10,Central,Product E,29,336.37,9754.73
2023-04-11,South,Product D,17,303.94,5166.98
2023-04-12,West,Product A,17,284.72,4840.24
2023-04-12,West,Product D,81,117.64,9528.84
2023-04-12,West,Product E,80,319.68,25574.4
2023-04-12,Central,Product A,37,51.14,1892.18
2023-04-12,South,Product B,89,493.71,43940.19
2023-04-13,West,Product A,32,142.33,4554.56
2023-04-13,South,Product B,33,93.05,3070.65
2023-04-13,South,Product E,76,77.03,5854.28
2023-04-13,West,Product B,60,459.21,27552.6
2023-04-14,Central,Product E,39,389.95,15208.05
2023-04-15,South,Product B,13,156.2,2030.6
2023-04-15,West,Product B,4,450.95,1803.8
2023-04-16,South,Product A,24,326.85,7844.4
2023-04-16,South,Product B,78,463.79,36175.62
2023-04-16,South,Product E,95,157.54,14966.3
2023-04-16,West,Product A,48,130.2,6249.6
2023-04-16,North,Product C,19,354.8,6741.2
2023-04-16,South,Product E,65,308.73,20067.45
2023-04-16,West,Product D,50,403.55,20177.5
2023-04-16,East,Product D,6,433.56,2601.36
2023-04-16,East,Product B,83,476.9,39582.7
2023-04-16,Central,Product E,87,197.76,17205.12
2023-04-16,East,Product C,42,374.83,15742.86
2023-04-17,Central,Product A,29,287.56,8339.24
2023-04-17,South,Product E,30,237.86,7135.8
2023-04-17,East,Product D,38,183.12,6958.56
2023-04-18,North,Product E,58,356.66,20686.28
2023-04-18,West,Product D,4,77.2,308.8
2023-04-19,West,Product B,67,130.38,8735.46
2023-04-19,North,Product E,23,93.97,2161.31
2023-04-19,North,Product E,69,289.45,19972.05
2023-04-20,West,Product A,97,204.37,19823.89
2023-04-20,North,Product D,65,282.31,18350.15
2023-04-20,West,Product D,83,266.12,22087.96
2023-04-21,West,Product D,87,487.5,42412.5
2023-04-21,West,Product C,29,468.18,13577.22
2023-04-21,South,Product D,21,266.83,5603.43
2023-04-21,South,Product B,6,189.17,1135.02
2023-04-21,South,Product C,17,301.16,5119.72
2023-04-21,Central,Product C,64,323.91,20730.24
2023-04-21,Central,Product A,44,299.23,13166.12
2023-04-21,Central,Product A,47,231.3,10871.1
2023-04-22,South,Product E,3,375.18,1125.54
2023-04-22,East,Product A,60,289.56,17373.6
2023-04-22,South,Product B,88,180.31,15867.28
2023-04-22,South,Product E,79,98.1,7749.9
2023-04-23,South,Product C,12,83.38,1000.56
2023-04-23,South,Product D,84,139.47,11715.48
2023-04-23,North,Product D,79,64.93,5129.47
2023-04-23,Central,Product E,56,434.58,24336.48
2023-04-23,Central,Product B,83,436.57,36235.31
2023-04-24,Central,Product D,2,410.54,821.08
2023-04-24,West,Product A,18,217.35,3912.3
2023-04-25,Central,Product C,48,418.34,20080.32
2023-04-25,Central,Product A,19,344.12,6538.28
2023-04-25,West,Product D,5,376.16,1880.8
2023-04-25,Central,Product B,37,346.88,12834.56
2023-04-25,Central,Product E,47,431.86,20297.42
2023-04-26,Central,Product A,97,148.01,14356.97
2023-04-26,West,Product E,21,464.88,9762.48
2023-04-26,East,Product B,70,63.85,4469.5
2023-04-26,West,Product E,86,86.77,7462.22
2023-04-26,Central,Product E,13,497.67,6469.71
2023-04-26,Central,Product E,83,410.02,34031.66
2023-04-27,West,Product E,62,205.33,12730.46
2023-04-27,South,Product B,64,281.72,18030.08
2023-04-27,Central,Product B,22,50.96,1121.12
2023-04-28,East,Product D,11,330.68,3637.48
2023-04-28,South,Product E,48,84.94,4077.12
2023-04-28,West,Product B,23,481.21,11067.83
2023-04-28,East,Product A,92,188.06,17301.52
2023-04-28,East,Product C,11,466.59,5132.49
2023-04-28,South,Product E,51,375.04,19127.04
2023-04-29,West,Product D,94,78.94,7420.36
2023-04-29,West,Product E,49,450.38,22068.62
2023-04-30,South,Product D,97,467.6,45357.2
2023-04-30,West,Product D,76,312.15,23723.4
2023-04-30,East,Product D,77,438.2,33741.4
2023-04-30,South,Product E,96,393.19,37746.24
2023-04-30,North,Product C,37,376.75,13939.75
2023-04-30,East,Product E,44,219.27,9647.88
2023-04-30,Central,Product B,55,456.31,25097.05
2023-04-30,East,Product C,16,379.73,6075.68
2023-04-30,Central,Product E,49,58.86,2884.14
2023-04-30,West,Product B,69,234.16,16157.04
2023-05-01,North,Product A,56,190.13,10647.28
2023-05-01,Central,Product B,40,457.86,18314.4
2023-05-01,South,Product D,15,54.61,819.15
2023-05-03,Central,Product C,18,255.79,4604.22
2023-05-03,West,Product A,21,141.02,2961.42
2023-05-03,Central,Product B,12,245.27,2943.24
2023-05-03,South,Product A,72,58.08,4181.76
2023-05-03,South,Product E,79,226.41,17886.39
2023-05-03,North,Product B,89,459.37,40883.93
2023-05-04,North,Product E,41,125.17,5131.97
2023-05-04,West,Product B,11,98.67,1085.37
2023-05-04,West,Product C,68,101.54,6904.72
2023-05-04,South,Product A,97,440.31,42710.07
2023-05-04,Central,Product B,27,213.53,5765.31
2023-05-04,South,Product C,54,295.04,15932.16
2023-05-05,North,Product A,32,453.11,14499.52
2023-05-05,West,Product A,71,459.17,32601.07
2023-05-05,North,Product B,72,101.04,7274.88
2023-05-05,South,Product E,38,271.87,10331.06
2023-05-05,Central,Product C,84,93.93,7890.12
2023-05-05,South,Product D,22,373.31,8212.82
2023-05-05,West,Product C,28,473.14,13247.92
2023-05-05,North,Product C,51,269.52,13745.52
2023-05-06,North,Product C,52,456.69,23747.88
2023-05-06,West,Product C,38,368.93,14019.34
2023-05-06,South,Product C,47,377.97,17764.59
2023-05-06,South,Product D,21,154.03,3234.63
2023-05-06,Central,Product C,62,474.51,29419.62
2023-05-07,East,Product E,17,292.27,4968.59
2023-05-07,Central,Product C,1,414.82,414.82
2023-05-07,Central,Product E,87,168.3,14642.1
2023-05-08,South,Product E,78,181.73,14174.94
2023-05-08,South,Product B,96,164.03,15746.88
2023-05-08,East,Product A,79,421.8,33322.2
2023-05-08,South,Product A,70,320.09,22406.3
2023-05-08,South,Product B,99,363.56,35992.44
2023-05-08,Central,Product B,3,320.66,961.98
2023-05-08,East,Product B,75,472.31,35423.25
2023-05-09,West,Product C,55,335.2,18436.0
2023-05-09,Central,Product D,85,219.58,18664.3
2023-05-09,South,Product C,80,77.68,6214.4
2023-05-09,North,Product E,15,438.61,6579.15
2023-05-09,South,Product A,54,172.86,9334.44
2023-05-09,West,Product A,85,84.14,7151.9
2023-05-09,Central,Product D,97,156.56,15186.32
2023-05-10,West,Product D,57,434.72,24779.04
2023-05-10,West,Product A,56,173.38,9709.28
2023-05-10,South,Product D,2,84.53,169.06
2023-05-10,South,Product E,73,478.22,34910.06
2023-05-10,South,Product D,24,292.07,7009.68
2023-05-10,West,Product B,77,463.19,35665.63
2023-05-11,South,Product A,22,441.42,9711.24
2023-05-11,West,Product B,37,51.1,1890.7
2023-05-12,Central,Product D,26,248.55,6462.3
2023-05-12,South,Product E,57,420.45,23965.65
2023-05-12,North,Product D,17,433.7,7372.9
2023-05-12,North,Product D,15,355.33,5329.95
2023-05-12,South,Product E,9,219.76,1977.84
2023-05-13,West,Product E,45,102.05,4592.25
2023-05-13,North,Product C,59,345.53,20386.27
2023-05-14,West,Product B,48,258.11,12389.28
2023-05-14,South,Product D,27,249.64,6740.28
2023-05-14,North,Product B,64,219.07,14020.48
2023-05-14,South,Product D,31,240.29,7448.99
2023-05-14,South,Product A,58,242.98,14092.84
2023-05-14,Central,Product C,99,347.59,34411.41
2023-05-14,Central,Product B,1,108.59,108.59
2023-05-15,North,Product D,29,190.4,5521.6
2023-05-15,West,Product B,34,467.7,15901.8
2023-05-15,Central,Product B,42,491.29,20634.18
2023-05-15,West,Product A,70,192.52,13476.4
2023-05-15,West,Product C,84,167.1,14036.4
2023-05-15,South,Product B,23,183.17,4212.91
2023-05-15,North,Product E,71,129.71,9209.41
2023-05-16,Central,Product C,87,401.67,34945.29
2023-05-16,South,Product D,3,149.68,449.04
2023-05-16,West,Product E,10,458.72,4587.2
2023-05-17,Central,Product C,17,182.72,3106.24
2023-05-17,Central,Product D,98,466.09,45676.82
2023-05-17,East,Product D,59,143.19,8448.21
2023-05-17,North,Product A,1,125.32,125.32
2023-05-18,North,Product B,30,117.3,3519.0
2023-05-18,West,Product C,65,485.52,31558.8
2023-05-18,North,Product B,29,62.72,1818.88
2023-05-18,North,Product E,43,266.29,11450.47
2023-05-18,South,Product D,3,348.09,1044.27
2023-05-18,Central,Product E,16,441.59,7065.44
2023-05-18,West,Product B,67,498.27,33384.09
2023-05-19,East,Product B,45,297.09,13369.05
